,community,text,label
640,migrant,"Pope Francis will visit a small Italian island to greet the refugees and immigrants, pray for those who have lost their lives at sea, and call for greater solidarity.",1
641,refugee,"At least 400,000 hungry and traumatized refugees have sought shelter in Bangladesh since October 2016.",1
642,disabled,The rapper 2 Chainz has offered to pay a year's rent for disabled veteran and single mother Dierdre Plater. The gift is part of his Tru Foundation and is funded with the proceeds from his collection of ugly sweaters.,1
643,migrant,"The majority come from desperately poor countries in the Horn of Africa and, like tens of thousands every year, were willing to risk the dangerous journey through war-torn and impoverished Yemen in the hope of finding work in Saudi Arabia and other wealthy Arab Gulf states. But their plan did not come to fruition. Captured and detained by Yemeni authorities, the approximately 600 men now await deportation, prevented from leaving their makeshift prison by armed soldiers. Conditions in the warehouse are becoming increasingly desperate. Several days ago, authorities stopped distributing food and basic supplies. ""I came from Djibouti to work. They used to give us small amounts of food. If there is no food, we will die,"" said a migrant who refused to give his name. ""If there is no solution, they will deport us to our countries or take us out of here,"" added the man. Yemen, the poorest country on the Arabian Peninsula, has long been a transit point for migrants and refugees from East Africa, many of whom are fleeing hunger and violence. The route was already dangerous long before Yemen plunged into total war in 2015. Hundreds die each year on the perilous sea journey, and those who make it face multiple risks, including death from ""assault, extortion, and abuse by criminal networks, as well as the dangers arising from the war in Yemen itself,"" according to UNHCR, the United Nations refugee agency. Despite these dangers, the number of migrants traveling through the Gulf of Aden and the Red Sea to Yemen has been steadily increasing, from 92,000 in 2015 to 117,000 in 2016, according to UNHCR. Khaled al-Elwany, a local official who until recently oversaw the deportation of migrants to their home countries, says that up to 15,000 migrants are arrested at checkpoints in the city each month. Elwany says he was fired by the Ministry of Interior for refusing to cooperate with a plan to move the center to a neighboring province and after authorities stopped the food supply. An official from the ministry told Reuters that the goal of moving to a new facility was to improve conditions for migrants while awaiting deportation. Saudi Arabia and a coalition primarily made up of Arab Gulf allies are fighting to restore Yemen's exiled government to power and curb the Houthi movement aligned with Iran. While the government nominally controls Aden and other areas in the south, the lack of budget and rivalries with local armed groups mean that its officials reside mainly abroad. State services and salaries have been severely affected by the chaos, and African migrants appear to be a lower priority. The frightened men in the warehouse in Aden, who survive on bread bought with meager savings and wash their clothes in an outdoor space full of garbage, are just the tip of the iceberg.",1
644,refugee,"Homeland star, Mandy Patinkin: Fighting for refugees is more important than acting.",1
645,in-need,"""It is not the first one to receive a house, and it won't be the last,"" added Mudau. ""All citizens deserve a better place to call home... all those in need will receive what they deserve from the government."" Resources. Connect with us. Subscribe to our weekly newsletter.""",1
646,hopeless,"Desperation and fear of a desolate future filled with difficulties and suffering amplify their aggression and ruthless tendencies. Ultimately, it turns them against the rest of ""society"" which they perceive as a collection of faceless, nameless, heartless, neglectful individuals who continue to exploit them, marginalize them, and disdain them, condemning them to a life without hope.",1
647,in-need,"Lakshan Madurasinghe, Manager of Public Affairs, Communication and Sustainability at Coca-Cola Beverages Sri Lanka Ltd., added: ""Our heart is in solidarity with the families affected by the recent floods. Coca-Cola has always believed in inclusive and sustainable development and cares about the local community in which it operates. We are pleased to be able to help and provide support to members of our community during their moments of trial and difficulty. We are also grateful to the Sri Lanka Red Cross, the Gampaha Branch, local Public Health Inspectors from the Ministry of Health, the GramaNiladharis, and the Secretary of the Biyagama Division, whose assistance made it possible to successfully carry out these interventions for those in need.""",1
648,hopeless,"Without a doubt, there have been steps forward, but too many Jamaicans remain poor and feel a sense of hopelessness; too many are unemployed and hungry. Cursing the IMF for its prescriptions will not take us very far. The IMF did not come knocking on Jamaica's door; we were at death's door and went to call them.",1
649,in-need,"""The Points of Light from Her Majesty the Queen's Commonwealth recognize Dr. Madhusudhan as a role model for volunteering. By providing medical care to those in need and selflessly giving of himself, he is inspiring others and promoting volunteerism. I celebrate Dr. Madhusudhan's commitment to improving the lives of the less fortunate in society. Examples like his reflect our values and principles of the Commonwealth,"" said Vicki Treadell, the United Kingdom's High Commissioner in Malaysia, while presenting the award to Dr. Madhu. <h> Dr. Madhusudhan's Story""",1
650,in-need,"The CEO of the Nelson Mandela Foundation, Sello Hatang, said that the blankets would be distributed in the nine provinces to those who need them the most.",1
651,women,"It is regrettable that De Lima has decided to attribute that episode of her life to the ""weaknesses of a woman"". That statement, made in a televised interview, does not reflect well on women and their unlimited ability to be strong and responsible in their choices. But now that she has taken the step of admitting a relationship with Dayan, perhaps she can take the next step: helping him to express himself and give his version of the events.",1
652,poor-families,"By the grace of God, the church supports 15 charitable organizations monthly (educational, health, and Christian missions). This includes the pediatric cancer unit of Korle Bu, which has publicly stated that our monthly donations over the past 5 years, which are the largest they receive, have allowed children from poor families across the country and West Africa to receive life-saving treatment for free. This is verifiable.",1
653,migrant,Out of place: A man in a suit and his elegantly dressed companion walk past a migrant family drying their clothes on the railing of the Kos waterfront promenade.,1
654,homeless,But the objective is not only to bring the reality of homelessness to social media.,1
655,homeless,"If the majority of good things start at home, so should the battle for life or death related to global warming. Around the world, creative and innovative architects have developed more accessible and environmentally friendly ways of building houses. The Minister of Housing and Construction of Sri Lanka, Sajith Premadasa, continues the good work that his father started and has launched hundreds of projects, mainly in rural areas, to provide houses with deeds and small plots of land to homeless people. Social analysts see this as the first important step towards restoring the dignity of these families in poverty, so that they can earn a living and rise from the second-class citizenship of living off subsidies.",1
656,homeless,"Ramírez was only 13 years old when he was first introduced to sports and honed his skills at the Tuloy Foundation in Muntinlupa, a shelter built thanks to the efforts of Father Rocky Evangelista, which provides hundreds of underprivileged, abandoned, and homeless children the opportunity to learn academically and practice sports in a safe and nurturing environment.",1
657,homeless,"After winning big at the casino, Mario Balotelli gave 1,000 euros to a homeless man.",1
658,migrant,"This group of global leaders will provide their perspectives on the current situation of migrants and refugees, as well as their vision to address this humanitarian challenge in the next decade.",1
659,hopeless,"""For these patients, their future is bleak. They feel hopeless and worthless in their lives, as there is no point in living if it is to suffer in pain and misery, and that is why suicide is the best option for them,"" said Dr. Mohd Jamil.",1
660,homeless,"Dole, France -- French baker Michel Flamant, who owes his life to a homeless man begging outside his bakery, knows better than anyone that man does not live by bread alone.",1
661,disabled,"The program started with MBPJ detailing everything that has been done for the disabled community, especially in the last five years.",1
662,refugee,"World Refugee Day is celebrated on June 20th each year, with the objective of highlighting the difficult situation of refugees worldwide and their resilience and strength despite the challenges they face.",1
663,disabled,"The CBSE has taken some measures to eliminate segregation. We have decided to replace the word ""disabled"" with ""different"". This way, a student will not feel segregated and will learn better. They will also integrate better with other students.",1
664,vulnerable,"Mr. Porter, do you believe you will obtain the necessary numbers from the remaining senators and do you agree that, if implemented, some vulnerable people will fall through the cracks and the streets could be less safe as a consequence?",1
665,poor-families,"The school is fine. It has a total of 19 teachers, 2 administrative members, 1 librarian, and 2 support members. The total number of students is 392, of which 97 are from SOS Children's Village, and 100 are from the scholarship program, and the rest are from the nearby community. The scholarship program was introduced to rescue children from our target group, that is, children from poor families, those at risk of losing parental care, and those who have lost their parents. The organization provides them with all school materials, including uniforms and notebooks.",1
666,in-need,"The reduction in family law assistance will mainly affect those who need it the most, says the Bar Council. ""We have a duty to ensure that access to justice is provided to all members of society.""",1
667,migrant,"Shedding some light on the activities of her late daughter Leila and her foundation, Christine said: ""Leila fought for justice all her life and helped some immigrants. She worked with refugees and also taught photography to some young children. Therefore, what we want to do with her foundation is to continue doing what she believed in and desired.""",1
668,in-need,"Although no one from the site responded to the Irish Sun, they had published that they wanted to do something for those in need during Christmas.",1
669,hopeless,"The common thieves stole a piece of bread, the law fell upon hungry heads; the arrogant land thief stole land with human resources and all its content. The first thing they said was a hopeless sentence. While escaping the law with tricks; that severe and biased justice would not serve, the poor also cry out for consideration. The cruel people started the unholy war, then they stayed away from the line of action; they pushed the children of the poor forward, to fight, die and suffer abundantly, while the weapons roared, they collected loans for freedom and in glorious tones we sang praises to liberty. Those who made wars should have gone first to the front and endured the weight of bullets and bombs, in the first lines of action they should have been if they were loyal to their country and their people. When this was demanded as a right for all, there would be no more deadly cannonballs. The oppressed poor joined together and prevented the Pakistani rulers from stealing our rights.",1
670,poor-families,A: They are taking children from poor families in the city and teaching them values through golf. Persistence. Honesty. Hard work. Sportsmanship. How to face life.,1
671,disabled,"May you attain Nibbana, Sena. Thank you very much for all the good you have done for the disabled.",1
672,homeless,"People all over Australia ordered pizzas to be delivered on Saturday night, and the plentiful leftovers were donated to local shelters for homeless people.",1
673,in-need,"""I feel that it is our duty, as human beings, to be compassionate towards those who need help and not treat them as if they were pests,"" quoted the story-sharing website, Upworthy, Furzer.",1
674,homeless,What would you do if you saw a homeless person?,1
675,vulnerable,"""The security and well-being of our vulnerable populations are very important to us. The Safe Environment Policy of the Diocese of Orlando reflects vital measures to protect the children of God. We pray for all the victims and their families and for those involved in this situation,"" officials said in a press release.",1
676,immigrant,This is probably the biggest barrier for new immigrants.,1
677,migrant,"From a life perspective, migrants generally see opportunities where locals do not. They observe how their society of origin has dealt with different problems and can take advantage of that experience to simply copy and paste surprising solutions that change a society. These innovations are what an economy needs to grow and dynamically solve its own problems.",1
678,immigrant,"All of this is done to help raise money for Gordy and Eva Hoffman's three charitable organizations: Project Warmth, Alberta Champions (for full transparency, I am a board member), and Operation Kickstart. This year, Project Warmth will distribute over 85,000 used and clean warm clothing items, such as coats, hats, and gloves, to children in need. Alberta Champions recognizes historical figures who helped build our glorious province with special monuments in various locations throughout the city, and there is more to come. Meanwhile, Project Kickstart assists immigrants in finding employment, often through Hoffman's incredible network of friends and acquaintances, who are not afraid to ask for help for those in need.",1
679,disabled,"Motsepe and his wife Precious created the Motsepe Foundation in 1999 to help create new jobs, support education, and improve the lives of children, the unemployed, and the disabled, among others.",1
680,hopeless,"He said that the Eye Clinic started in 1997, restored sight to the blind, and brought hope to the desperate.",1
681,homeless,"Since the publication of the book, I have been astonished to hear so many people who have suffered the degradation of homelessness. I especially remember a heartbreaking story of a woman who lived in a car with her daughter. I received so many stories from men and women of all ages that I wondered how much we have left behind our judgmental attitude. Because when we elevate our compassion, it leads us to take action to solve the problem.",1
682,in-need,"Working with the Yakima County RSVP, local nonprofit organizations have provided information about individuals and families in need of your help. Every day until Christmas Eve, the Yakima Herald-Republic will publish information in print and online about some of those who need assistance, along with contact information so you can make their gift a reality.",1
683,immigrant,"For me, I always take into account that we are dealing with human beings who have similar fears and hopes. Of course, I am not referring to the most dangerous criminals, but to people like illegal immigrants, young first-time offenders who may have made mistakes in their path, and similar cases.",1
684,homeless,A Muslim YouTuber distributes Christmas gifts to homeless people.,1
685,in-need,"IS captured the city for the first time in 2014 and tens of thousands of people who fled desperately need help, with charitable organizations saying ""the camps are overwhelmed"".",1
686,in-need,"For her unwavering commitment to helping the most needy, Mother Teresa stands out as one of the greatest humanitarians of the 20th century. She combined deep empathy and a fervent commitment to her cause with incredible organizational and managerial skills that allowed her to develop a vast and effective international organization of missionaries to aid impoverished citizens around the world.",1
687,disabled,One of her most notable achievements as a congresswoman is challenging how disabled people are treated. She became the first spokesperson for disability issues and later a minister.,1
688,in-need,The government is trying to encourage more families to open their doors to these needy children. An exhibition on foster care will start today from 11am to 9pm in the atrium of basement 2 of Bedok Mall shopping center. China will release the inflation data for April.,1
689,poor-families,The Prime Minister Julia Gillard says she wants to improve educational opportunities for children from poor families. And the budget will provide financial incentives for low-income families to keep their teenage children in school or in training.,1
690,vulnerable,"""I believe that many of the socio-economic issues, poverty-related issues, and those related to trauma that arise from the history of colonialism really make indigenous women very vulnerable."" - Minister highlights progress in the number of indigenous women.",1
691,poor-families,Project 'Hope for Winter' aims to keep South Africa warm. The cold winter months in our country continue to be particularly difficult for poor families and homeless individuals on the streets.,1
692,poor-families,"A: Hi, I am a personal friend. I can pick up this phone right now, and he will tell me 'come to Kabarak'. He is very generous and kind. He can pay school fees for children from poor families, and barefoot women from Baringo can come to his house and eat with him.",1
693,refugee,"Speaking about the desperation of the refugees, she said, ""Words are insufficient to describe the magnitude of the catastrophe that has been caused by closing the door to thousands of families, single individuals, and young children right now.""",1
694,in-need,"An online platform funded by the Government said it has helped distribute around 200 tons of food to thousands of people in need in Hong Kong over the past year. The platform, called Food-Co, connects the food industry with charitable organizations and helps restaurants or companies that want to donate their surplus food to those in need, reports RTHK. Food-Co said it has received food valued at HKD 20 million and provides...",1
695,in-need,"Akka was the epitome of simplicity, often dressed in white. She avoided jewelry, only wearing a pair of simple earrings. Her adornment was her beautiful smile, which radiated her kindness and inner peace. Akka's compassion and care knew no bounds. She approached those in need of help, those who were suffering, and was able to comfort, encourage, and heal. She was always ready to lend a helping hand, paying the school fees for less fortunate students at the Methodist College, regularly providing dry food to families who were struggling financially, all without any publicity or boasting. The daily employee who helped her with cleaning told me tearfully that Akka had given her 1000 rupees to buy Christmas gifts for her two young children just before being admitted to the hospital in December.",1
696,hopeless,"King Wenceslaus is probably standing on an elevated balcony of his residence when a gentle wind arises, which probably brings with it snowflakes. In the distance, he can see a man in a desperate situation. A peasant. A farmer or lumberjack, trying to gather some logs to take them to his humble cabin, hoping to cook a meal. The kind-hearted king is deeply moved by this sight. He asks his young servant, and they tell him that the man has come down from near the mountains. In today's self-satisfied society, how many would even go out to their balcony, even in good tropical weather? How would they respond to such desperate hopelessness?",1
697,immigrant,"The problem of what to do with the Dreamers, as immigrants are known, returned to the judicial system this week after the United States Senate debated the issue for several days and failed to pass any legislation.",1
698,vulnerable,Mr. Vigbedor urged traditional leaders to be ambassadors in their respective communities to help reduce stigma and restore hope in these vulnerable groups.,1
699,poor-families,"For the 4th runner-up, the prize has been awarded to Insp. Annie A. Decano and her family from the Palauig Municipal Police Station, PRO 3, who regularly lead feeding programs and gift distribution for poor families in their barangay.",1
700,poor-families,"I can only think about those poor families and the variety of emotions they must be experiencing when losing their loved ones, just like I did many years ago.",1
701,immigrant,"IrishCentral is live streaming from the International Commemoration of the Great Famine of Ireland at the Quarantine Cemetery grounds of the Marine Hospital in Staten Island, New York City. Here lie thousands of Irish immigrants who fled Ireland during the Great Famine of 1845-1852. They died at the gateway to America, unable to fulfill their dream of a new life. This event is organized by the Friends of Abandoned Cemeteries of Staten Island (FACSI). Read more about the history of the site here: http://bit.ly/2qL25mv",1
702,vulnerable,"In this interview with Samuel Oladimeji, MD/CEO of Fortis Mobile Money Limited, he talks about his company, how it has helped the federal government achieve its goal of alleviating the suffering of the poor and vulnerable, and more. He spoke with Medinat Kanabe.",1
703,in-need,"Speaking to the media after arriving in Islamabad on a three-day visit, Mollekleiv appreciated the exemplary cooperation between the NRC and the Pakistan Red Crescent Society (PRCS) and hoped that it would be further strengthened to provide maximum relief to those in need.",1
704,poor-families,"We cannot talk about poverty in this nation without facing how terribly flawed our housing system is for the poor in the United States. More than 50 percent of poor families in the U.S. spend at least half of their incomes on housing. Of the families that qualify for housing assistance, only 1 out of 4 receives it. Is it any wonder, then, that they struggle to maintain a roof over their heads or food on their tables, let alone find a path to the middle class?",1
705,homeless,"""Mostly, it was a financial decision, but at the same time, I have always thought about supporting homeless people in the past,"" he said.",1
706,immigrant,"People in Africa are deceived into believing that the West is a paradise of prosperity, an idea instilled in them from an early age by a continent dependent on remittances from overseas workers. Borrowing the words of Thomas Hobbes, I describe the lives of many African immigrants in the industrialized world simply as ""solitary, poor, nasty, brutish, and short.""",1
707,homeless,Advertisement of the week: The Pop-up Street Store for homeless people shows a true heart.,1
708,homeless,"His wife and children felt the need to help the poor and continue their father's tradition, and collectively formed a trust in honor of their father called The J. M. M. Raji Trust. As a pilot project, they built a housing scheme called The Village of Hope and distributed houses to the homeless people of Beruwela and the neighboring Dharga Town.",1
709,poor-families,"Brother Trudel knew how to manipulate his victims. These children, who came from poor, abandoned, and often violent families, just wanted to be loved. Trudel took advantage of the opportunity to spoil them by offering them alcohol and cigarettes, even if they were underage.",1
710,homeless,The team will then pack the items into Christmas boxes and deliver them to homeless and less fortunate people around Krugersdorp.,1
711,homeless,"Donation drives in 2015, feeding the hungry, and volunteering opportunities around Capitol Hill. With an ""emergency state"" driving spending up by 17%, Seattle is prepared to spend $47 million in 2016 on programs and services for homeless and low-income individuals. Want to keep reading?",1
712,poor-families,"The boxers were from poor families and had nothing. I was trying to feed them in my own house, and I wasn't thinking about my own family. All I knew was that I had food in my house and I had to feed the boxers.",1
713,hopeless,"Santa Teresa spent her life emptying the streets of India of the mutilated, the needy, the homeless, the dying. Nawaz Sharif has spent his current term as prime minister filling the streets of Pakistan with his opponents: the politically disadvantaged, those hungry for power, and terminal cases who slip in and out of a coma of desperate irrelevance. They urge their followers to fill every sidewalk, every road, every highway between Islamabad and Lahore, to protest for his resignation/removal.",1
714,homeless,"It is the government's responsibility to ensure that homeless people are well taken care of, especially given that the weather in Hong Kong has been quite cold these days, affirmed a non-governmental human rights advocacy group.",1
715,homeless,"""The government has gathered information from across the country and has found that around 280,000 people are now homeless. I have instructed the relevant authorities to provide shelter for these individuals in the next three years. We will give them a home... no one will be left without a home,"" she added.",1
716,homeless,"""The majority of them (the homeless) have the ability to work, but a greater challenge for us is helping them maintain a job,"" he said.",1
717,homeless,"""This longing for a lack of home is the destiny of my generation and tribe. I am not the only one walking on this path of anguish, an entire caravan of wounded souls walks with me."" (Ashfaq Ahmed)",1
718,disabled,"""The current government is dedicated to solving the problems of disabled soldiers. However, the abuse of freedom that prevails under the current government is a cause for concern,"" said the Minister of State.",1
719,migrant,"The court, composed of a conservative majority of nine members, has never heard arguments on the legal merits of the travel ban or any other major immigration policy of Trump, including his attempt to revoke protections for young immigrants known as Dreamers, who were brought illegally to the United States as children.",1
720,in-need,"""What we save by not buying fireworks, we allocate it to the amount of social services for our needy parishioners,"" he said.",1
721,in-need,"In the city of Hyderabad, the ""Walls of Kindness"" appeared during the weekend. A joint effort by the Greater Hyderabad Municipal Corporation (GHMC) and the citizens of the Rajendranagar area, the ""Walls"" encourage people to leave books, clothes, shoes, and other old items for those in need.",1
722,migrant,"KOLKATA: He has never been an officer who remained passive and allowed things to remain as they were. When he was in charge of correctional centers in West Bengal, he gave maximum priority to human rights and the reform and rehabilitation of inmates. Later, when he was in charge of the Border Security Force (BSF) in the eastern theater of India, BD Sharma not only helped improve relations with the Border Guard Bangladesh (BGB), but also won the hearts of people in the neighboring country by ensuring education for the son of an illegal immigrant and eventually sending her back home.",1
723,hopeless,"He said that the residents, whose livestock was stolen by the Pokot bandits, now live hopeless lives in displaced people's camps without food, shelter, and clothing.",1
724,vulnerable,"Developed countries have a duty to alleviate the burden of less developed host countries by taking in some of the most vulnerable refugees for resettlement. The UNHCR has repeatedly urged developed nations to help share the burden by increasing the number of resettlement spots they can offer, with little or no success.",1
725,vulnerable,"The climate agreement to which the Philippines has committed to reduce carbon emissions by 70% by 2030, depending on financial, technological, and capacity development support, has been made possible in part thanks to our country's leadership role as president of the Climate Vulnerable Forum, which focused attention at last year's 21st Conference of the Parties in Paris on the situation of the poor and most vulnerable.",1
726,homeless,"The single mother of one spoke about several topics, including the African Women's Project, her new album, and her mission to help homeless children in Nigeria, and how she uses her musical platform to impact lives and be a voice for various Nigerians. She also talked about her upcoming album and what her fans should expect from it.",1
727,in-need,"c. Providing a helping hand to those in need, and doing so through his foundation Being Human, which translates into a great support and a growing fan base.",1
728,refugee,"More than 150 volunteers spent the night in ""survival camps"" to highlight the difficult situation of refugees this winter.",1
729,refugee,"A kind-hearted woman has rescued an 11-year-old girl who was fleeing from her home in the Sri Lankan refugee camp near Madurai, and has reunited her with her family with the help of the police in Tiruchi.",1
730,homeless,"The trauma burns deeply on the survivors as the gigantic mudslides shorten lives. Lives are cut short. Many desperately hold on to themselves, without their loved ones. The survivors are homeless.",1
731,poor-families,"The minister said that Christmas is a time for celebrations, closeness, and hope, and to help and join vulnerable and poor families in their celebrations by promoting fraternity, religious harmony, compassion, and tolerance.",1
732,poor-families,"""The opportunity to help the underprivileged became more personal due to my son. Because we need to have laws that also grant sufficient access to opportunities to poor families with special needs children, as I have done for my Israel,"" added De Lima.",1
733,in-need,"As the Chief Minister of Rajasthan, Shekhawat had introduced 'Antodaya Yojna' to meet the food needs of the poor, said Gadkari, and described Shekhawat as a ""generous"" person.",1
734,vulnerable,"The march was led by the mayor of eThekwini, Cllr Zandile Gumede. The prime minister of KwaZulu-Natal, Willies Mchunu, said: ""Real men must stand up and defend the most vulnerable members of society: women and children. We cannot stand idly by and watch as this terrible scourge destroys the fabric of our communities and society.""",1
735,in-need,"""It is wonderful that one uses part of their achievements to help the people of God. You will not be remembered for how much money you had in your bank account or for the success of your business, but for your contributions and support to those in need,"" explained the CEO of IPP.",1
736,in-need,"""With significant funding gaps and major shortcomings in the global regime for protecting victims of war, the people in need of compassion, assistance, and refuge are being abandoned,"" said Guterres.",1
737,migrant,"New fires broke out on Wednesday in the ""Jungle"" on the second day of operations to dismantle the precarious migrant camp in northern France, forcing people to flee with their few belongings.",1
738,in-need,"Although the way in which he disappeared remains a mystery, what is not a mystery is Bruno's dedication to helping the Penan people. His passion for helping the needy should be an inspiration to us, and his goals could still be achieved if we unite to shed light on the difficult situation of the Penan people and the magnitude of environmental devastation in Sarawak.",1
739,migrant,"He said that the administration has ""mismanaged"" family separations. He also cited reports that immigrants have suffered sexual abuse and other abuses in some government detention facilities, and said that those detained should be treated humanely.",1
740,disabled,I end this essay with questions for the government and society. Is there room for humor in the lives of disabled people? Are there disability-friendly environments in Nigeria? Do we have barrier-free restaurants and alternative routes for the disabled? How do disabled people manage their self-confidence? How do they feel when they have to ask for help? Are disabled people illegal? Does the government and society owe something to disabled people? Abah wrote from Port Harcourt.,1
741,in-need,"This aspect of the Constitution has required the Court on several occasions to evaluate the policies adopted by the government. In the early seminal case, Government of the RSA and Others v. Grootboom and Others, 49 the Court held that the government's housing policy violated the obligations imposed on the government by section 26 of the Constitution, as it did not provide ""any form of assistance to those who desperately need access to housing"" 50 and ordered the government to amend its program ""to provide assistance to people who do not have access to land, do not have a roof over their heads, and live in intolerable conditions or crisis situations."" 51",1
742,disabled,"""People with disabilities face a true variety of stigma and discrimination, which means that there is a risk that this bill could be an option for Clayton for disabled people,"" she said.",1
743,women,"DERA MURAD JAMALI: Criticizing customs and traditions that usurp women's rights, speakers at a seminar demanded on Tuesday that the government ensure granting them their rights.",1
744,vulnerable,Your case demonstrates the fearful and precarious existence of Mexican immigrants today as a result of Donald Trump's severe deportation policies. The imminent threat of millions of undocumented immigrants being arrested and sent back to Mexico is expected to generate mental health challenges in this vulnerable population.,1
745,homeless,"Asmani personified poverty, illness, hunger, homelessness, and illiteracy, in short, the world of the underprivileged. The poet Jasimuddin admirably focused on her difficult socioeconomic situation in his immortal poem ""Asmani"", a real-life woman who lived in Rasulpur in Faridpur. Lost generations of Asmanis are still among us in every corner of the country.",1
746,in-need,"It is very disturbing to see how this is strictly about showing that the government can do something, instead of doing what is right and helping those in need. We have a history with the United States rejecting Jews coming from Europe, and I can't help but draw parallels.",1
747,disabled,"""Our budgets are not friendly to people with disabilities. They do not allocate funds that these individuals need. The finance minister himself is mentally challenged.""",1
748,refugee,"Hundreds of thousands of internally displaced persons (IDPs) belonging to FATA have been languishing in refugee camps since military operations began in the region. The rehabilitation of these individuals should be the top priority of the government. To achieve this, it is necessary to build healthcare and education facilities, as well as other infrastructure. According to the committee's recommendations, foreign donors could not be approached for the rehabilitation process without legal reforms in FCR.",1
749,refugee,"According to data from the United Nations Refugee Agency (UNHCR), the crisis in the Mediterranean has seen the arrival of over 750,000 refugees and migrants in 2015. 85% of these arrivals come from the top 10 countries that produce the most refugees in the world.",1
750,refugee,"""This was a very encouraging statement, and it was on this basis that we have been following up, trying to facilitate the return of refugees to Sri Lanka,"" he added. <h> Still languishing in camps.",1
751,refugee,"But do not forget, as the title subtly but unequivocally suggests, Sudani From Nigeria is about our fractured identities. In a war-torn African nation, football is the only passport to a better life for restless young people. Many achieve it, but many more are left behind. The African presence in Indian football has been significant (do you remember Kenyan Chima Okorie?) and in the past two decades, the engine of Kerala football, the seven-a-side football, has resonated with the footsteps of African students and young people. It is surprising that it has taken so long to take a look at that dark secret of what makes them refugees of football.",1
752,poor-families,"As suggested by the names, locations, and fees of the firms, they are not best known for their work on marital disputes within poor families, nor even within prosperous upper-middle-class families. One of the most renowned lawyers in this field is Fiona Shackleton, who represented Prince Charles and Sir Paul McCartney during their divorces. Dubbed ""Steel Magnolia,"" she is easily recognizable by her blonde and voluminous hair, which was famously soaked and straightened by a glass of water thrown by Heather Mills, Sir Paul's ex-wife, after a heated court hearing.",1
753,in-need,"The charge stemmed from a 2017 charity event organized by the People's Party Our Slovakia (LSNS), where Kotleba handed out checks worth 1,488 euros ($1,733) to needy families.",1
754,in-need,"""The offer to welcome 20,000 Syrians is welcome, but Britain needs to host that desperate group now, not in a five-year period, and play a significant role in solving the refugee crisis in Europe,"" he said.",1
755,vulnerable,"Here in Jamaica, it is an unfortunate fact that the police still have a challenging relationship with the communities we seek to serve. Every day, the men and women of the JCF bravely face the task of protecting the innocent and vulnerable from those who have little respect for the value of human life.",1
756,poor-families,"Saskia summoned her friends and family to help and got involved with the Philani Child Health and Nutrition Project, which builds better huts for poor families. Together, they were able to provide formula milk for the baby to the grandmother who takes care of the twins, as well as clothes and strollers, but most importantly, expand their small hut.",1
757,disabled,"""We are encouraging all investors who wish to start projects in Lamu to consider women and people with disabilities, because at the end of the day, we are seeking to have an inclusive society,"" said Mrs. Obbo.",1
758,poor-families,"In addition, the student dedicates himself daily to begging for food in order to survive. Under this practice, poor families from rural areas of the 19 northern states and beyond send their children to Islamic schools in the northern cities of Nigeria.",1
759,women,Pharrell Williams thinks that women can save the world.,1
760,poor-families,"""I believe that the situation will worsen during the fasting month when more people are willing to donate food to poor families, including those in the cities,"" said Lee.",1
761,refugee,"Our hearts are with the hundreds of thousands of refugees in Tanzania, other parts of Africa, and elsewhere, and we feel compelled to applaud the Japanese government and people for their gesture of goodwill and love that will definitely make a great difference in the lives of the beneficiaries of the assistance.",1
762,homeless,"The saddest thing, of course, is that she ended up desperately vulnerable on the streets of her city. By the 1970s, even as she was writing her final columns, she was suffering the ravages of a mental breakdown that made her paranoid and lost, even homeless for a while.",1
763,immigrant,"( Bloomberg ) -- First Lady Melania Trump tried to help her husband recover from a self-inflicted political disaster by visiting immigrant children in Texas on Thursday, but managed to generate a new controversy with her choice of clothing.",1
764,poor-families,"Aruna Gopinath (AG): Members of this type of groups are usually vulnerable and gullible. Most of them come from troubled homes, poor families, or lack proper education. Recruiters target these individuals and promise them a better life, either in this life or in the afterlife.",1
765,in-need,"Mr. Wong Wai Sheung, President and CEO of the Group, said: ""The Group has taken measures to fulfill its corporate social responsibility. We hope to bring warmth and care to those in need by participating in and sponsoring various charitable activities.""",1
766,in-need,"""Whenever possible, we try to use delivery flights of new aircraft to our customers to send medical or humanitarian donations to countries or regions in need,"" said Mr. Fabrice Brégier, President of Airbus Commercial Aircraft.",1
767,in-need,"""That is huge, that is humiliating,"" said Whitehead with a pause. ""Just because he uses those words, and I believe in being a good person. Right is right and wrong is wrong. I saw someone in need.""",1
768,poor-families,"The majority of people around the world live in cities for work, but too often these places make people feel trapped, unable to live their lives on their own terms and disconnected from their communities. Traffic, lack of transportation alternatives, outdated infrastructure, insufficient stadiums and facilities, limited educational options, poor access to healthcare, unaffordable housing, and families with little time are cited as unappealing aspects of life in big cities.",1
769,refugee,"An organization representing the Kashmiri Pandits demanded on Saturday that the Government announce a smart city in Kashmir for the members of the displaced community who have been living a life as ""refugees in their own country"".",1
770,immigrant,"Have you seen the photo, quickly acclaimed as an iconic image of nonviolent resistance: Evans, 28 years old, standing calmly in front of armored officers at a protest against police brutality in Baton Rouge. The image was a striking juxtaposition of her flowing summer dress and elegance with her riot gear and weapons. With the world becoming increasingly bleak, it is easy to feel hopeless. Evans is a reminder that a single person armed only with courage can have a significant impact. <h> Model immigrant: Melania Trump",1
